,Product,Price,specifications
134,"Acer One14 Ryzen 3 Dual Core 13th Gen 3250U - (8 GB/Windows 11 Home) Z2-493 Thin and Light Laptop  (14 Inch, Rose Gold, 1.6 Kg, With MS Office)",25990," &Laptop, Power Adaptor, User Guide, Warranty Documents&Z2-493&UN.431SI.240&Z2-493&One14&Rose Gold&Thin and Light Laptop&Processing & Multitasking&Yes&AMD&Ryzen 3 Dual Core&13th Gen&Yes&8 GB&DDR4&3250U&2.60 GHz up to 3.50 GHz&AMD Radeon AMD&Windows 11 Home&2 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type C&1x HDMI 2.0 Port&No&35.56 cm (14 Inch)&1366 x 768 Pixel&HD&802.11b/g/n/ac wireless LAN&v4.2&325.9 x 226.9 x 20.9 mm&1.6 Kg&Not Available&HD webcam&Isolated Keys keyboard&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical damage"
135,"MSI Core i7 11th Gen 11800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/144 Hz) GF63 Thin 11SC-852IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",56547," &Laptop, Power Adaptor, User Guide, Warranty Documents&GF63 Thin 11SC-852IN&9S7-16R612-852&GF63 Thin 11SC-852IN&Black&Gaming Laptop&Gaming&3 Cell&No&GDDR6&4 GB&Intel&Core i7&11th Gen&Yes&512 GB&8 GB&DDR4&11800H&2.3 GHz upto Max turbo frequency at 4.6 Ghz&64 GB&24&NVIDIA GeForce GTX 1650 MAX Q&4 TB&64 bit&Windows 11 Home&Windows 11 Home&Yes&Yes&1 x Type-C USB3.2 Gen.1, 3 x Type-A USB3.2 Gen.1&1 x HDMI (4K @ 30Hz)&NVMe PCIe Gen3x4 M.2&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, 144Hz, 45% NTSC, IPS-Level Panel&Built-in Dual Speakers&Yes&Realtek ALC233&144 Hz&Intel Wi-Fi 6 AX201(2x2 ax)&v5.2&Available&359 x 254 x 21.7 mm&1.86 Kg&Not Available&HD type (30fps@720p)&No&Single Backlight Keyboard (Red)&Yes&51 Whr Battery&2 Year Carry-In Warranty Term&Carry in&Manufacturing Defects&Physical Damage&2 Year"
136,"Acer Aspire 5 Gaming Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G Gaming Laptop  (15.6 inch, Steel Gray, 1.8 Kg)",56990," &Laptop, Power Adaptor, User Guide, Warranty Documents&A515-57G&UN.K9TSI.002&A515-57G&Aspire 5 Gaming&Steel Gray&Gaming Laptop&Gaming&90W&3&No&GDDR6&4 GB&Intel&Core i5&12th Gen&Yes&512 GB&16 GB&DDR4&1240P&Up to 4.40 GHz&2&32&3200 MHz&NVIDIA GeForce RTX 2050&12&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&Yes&1x USB 3.2 With Power Off Charging, 2x USB 3.2 Port, 1x USB Type C Thunderbolt 4 Port&1 x HDMI Port&PCIe NVMe&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&FHD, IPS Acer ComfyView LED-backlit TFT LCD (45% NTSC color gamut)&Two Built-in Stereo Speakers&Built-in Dual Microphone&Intel Wireless Wi-Fi 6E AX211&v5.2&362.9 x 237.8 x 17.9 mm&1.8 Kg&Not Available&720p HD Webcam at 30 fps with temporal noise reduction&Kensington Lock Slot&99-/100-/103-key Acer backlit keyboard&Yes&Multi-gesture Secure Touchpad&1 Year International Travelers Warranty (ITW)&Onsite&Manufacturing Defects&Physical Damage&1 Year"
137,"HP Victus Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-fa0070TX Gaming Laptop  (15.6 Inch, Silver, 2.37 Kg, With MS Office)",63990," &Laptop, Power Adaptor, User Guide, Warranty Documents&15-fa0070TX&6Z2P5PA#ACJ&15-fa0070TX&Victus&Silver&Gaming Laptop&Gaming&3 Cell&Yes&GDDR6&4 GB&Intel&Core i5&12th Gen&Yes&512 GB&8 GB&DDR4&12450H&Base Clock 2.0 Ghz, Max Turbo Boost Frequency Up to 4.4 GHz&12&NVIDIA GeForce GTX 1650&8&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x SuperSpeed USB Type-C 5Gbps signaling rate, 1 x SuperSpeed USB Type-A 5Gbps signaling rate, 1 x SuperSpeed USB Type-A 5Gbps signaling rate&1 x HDMI 2.1&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&""Full HD, 144 Hz, 9 ms response time, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC ""&Built-in Dual Speakers&Built-in Dual Array Digital Microphones&144 Hz&Intel Wi-Fi 6E AX211 (2x2)&v5.2&Integrated 10/100/1000 GbE LAN&357.9 x 239.7 x 22.5 mm&2.37 Kg&Not Available&HP Wide Vision 720p HD camera with temporal noise reduction&Full-size, backlit, Performance Blue keyboard with numeric keypad&Yes&52.5 Wh Li-ion Polymer Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
138,"HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 4GB Graphics Card) 15-FA0555TX Gaming Laptop  (15.6 inch, Performance Blue, With MS Office)",71990," &Laptop, Manual, Adaptor&15-FA0555TX&805X2PA&VICTUS 15 FA&Performance Blue&Gaming Laptop&Gaming&3 Hours&Yes&DDR4&4 GB&Intel&Core i5&12th Gen&Yes&512 GB&16 GB&DDR4&NVIDIA GeForce RTX RTX 3050 4GB Graphics Card&Windows 11 Home&No&39.62 cm (15.6 inch)&1920 x 1080 pixel&YES&Not Available&1 Year Warranty&On Site&Manufacturer Defect&Damage, Burn"
139,"Infinix X3 Slim Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light Laptop  (14 Inch, Blue, 1.24 Kg)",34990," &1 Laptop, 1 Power Adaptor, 1 User Guide, 1 Warranty Documents&XL422&71008301317&XL422&X3 Slim Intel&Blue&Thin and Light Laptop&Processing & Multitasking&Up to 11 hours&No&Intel&Core i3&12th Gen&Yes&512 GB&8 GB&LPDDR4X&1215U&0.9 GHz upto max turbo frequency at 4.4 Ghz&Intel Integrated Iris Xe&Windows 11 Home&Yes, 2 x USB 3.0, 2 x C-Type&No&35.56 cm (14 Inch)&1920 x 1080 Pixel&Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%)&Yes&Yes&v5.1&323.3 x 14.8 x 211.1 mm&1.24 Kg&Not Available&No&Backlit Keyboard&1 Year Onsite Warranty&Onsite&Manufacturing Defect&Physical Damage"
140,"HP Pavilion (2023) Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3036TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",88490," &Laptop, Power Adaptor, User Guide, Warranty Documents&15-eg3036TU&7S4P3PA#ACJ&15-eg3036TU&Pavilion (2023) Intel&Natural Silver&Thin and Light Laptop&Processing & Multitasking&3 Cell&Yes&Intel&Core i7&13th Gen&Yes&1 TB&16 GB&DDR4&1360P&3.70GHz Upto 5.00GHz&18 MB&Intel Integrated Integrated&12&64 bit&Windows 11 Home&Windows 11 Home&64 bit&Yes&1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate,&1 x HDMI 2.1&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&FHD, IPS, micro-edge, Anti-Glare, Brightness: 250 nits, Color Gamut: 45% NTSC&Built-in Dual Speakers&Built-in Dual Array Digital Microphones&Realtek Wi-Fi 6 (2x2)&v5.3&360 x 234 x 17.9&1.75 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, backlit, Natural Silver keyboard with numeric keypad&Yes&41 Wh Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
141,"ASUS Vivobook 15 OLED (2022) Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin and Light Laptop  (15.6 Inch, Indie Black, 1.7 Kg, With MS Office)",48990," &Laptop, User manual, Adapter&X1505ZA-L1311WS&90NB0ZB1-M00120&X1505ZA-L1311WS&Vivobook 15 OLED (2022)&Indie Black&Thin and Light Laptop&Processing & Multitasking&65W AC Adapter&Yes&Intel&Core i3&12th Gen&Yes&512 GB&8 GB&DDR4&1215U&Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz&NA&10MB&Intel Integrated UHD&NA&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2,x USB 3.2 Gen 1 Type-A&1 x HDMI 1.4&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD OLED 16:9 aspect ratio, 0.2ms response time, 550nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display&Built-in Speakers&Wi-Fi 6(802.11ax) (Dual band) 2*2&v5.0&356.8 x 227.6 x 19.9 mm&1.7 Kg&Not Available&720p HD camera With privacy shutter&Yes&Backlit Chiclet Keyboard with Num-key&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
142,"MSI Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 Thin 11UC-1293IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",66990," &Laptop, battery, power adapter, user guide&GF63 Thin 11UC-1293IN&9S7-16R612-1293&GF63 Thin 11UC-1293IN&Black&Gaming Laptop&Gaming&3 Cell&No&GDDR6&4 GB&Intel&Core i7&11th Gen&Yes&512 GB&16 GB&DDR4&11800H&2.3 GHz upto 4.6 GHz&64 GB&NVIDIA GeForce RTX 3050&4 TB&Windows 11 Home&1 x Type-C USB3.2 Gen1, 3 x Type-A USB3.2 Gen1&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, 144Hz 45%NTSC IPS-Level&Build-in Dual Speakers&Yes&Intel Wi-Fi 6 AX201(2*2 ax)&v5.2&1.86 Kg&Not Available&HD type (30fps@728p)&Single Backlit Keyboard (Red)&No&2 Year Carry-in Warranty&Carry-in&Part Failure&Physical Damage, Burn, Liquid Spill&2 Year"
143,"HP Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fy5005TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",44090," &Laptop, Power Adaptor, User Guide, Warranty Documents&15s-fy5005TU&8K8J3PA#ACJ&15s-fy5005TU&Natural Silver&Thin and Light Laptop&Processing & Multitasking&3 Cell&Yes&Intel&Core i3&12th Gen&Yes&1 TB&8 GB&DDR4&1215U&0.9 GHz upto max turbo frequency at 4.4 Ghz&Intel Integrated UHD&Windows 11 Home&1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC&Yes&Yes&Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi&v5.0&358 x 242 x 17.9 mm&1.69 Kg&Not Available&HP True Vision 720p HD camera&No&Full-size, natural silver keyboard with numeric keypad&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
144,"ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",74990," &Laptop, Battery, Power Adaptor, User Guide, Warranty Documents&S3402ZA-KM501WS&90NB0WE1-M007U0&S3402ZA-KM501WS&Vivobook S14 OLED Intel EVO H-Series&Neutral Grey&Thin and Light Laptop&Processing & Multitasking&90W AC Adapter&3&Yes&Intel&Core i5&12th Gen&Yes&512 GB&16 GB&DDR4&12500H&4.5&1&NA&18&Intel Integrated Iris Xe Graphics&8&NA&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display, power delivery&1x HDMI 2.0b&NVMe PCIe&No&35.56 cm (14 Inch)&2880 x 1800 Pixels&OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)&Built in speaker&Built in array microphone&Wi-Fi 6E(802.11ax)&v5.2&316.4 x 224.5 x 18.9 mm&1.50 Kg&Not Available&720p HD camera, with privacy shutter&Yes&Backlit Chiclet Keyboard&Yes&70WHrs, 3S1P, Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
145,"ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY541WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",69990," &Laptop, battery, power adapter, user guide&S3402ZA-LY541WS&90NB0WE1-M00P80&S3402ZA-LY541WS&Vivobook S 14 Intel EVO H-Series&Neutral Grey&Thin and Light Laptop&Processing & Multitasking&3 Cell&Yes&Intel&Core i5&12th Gen&Yes&512 GB&16 GB&DDR4&12500H&2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz&16&Intel Integrated Iris Xe&NA&Windows 11 Home&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery&No&35.56 cm (14 Inch)&1920 x 1200 Pixel&WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display&Built-in Speakers&Yes&Wi-Fi 6E(802.11ax) (Dual band) 2*2&v5.0&316.4 x 224.5 x 18.9 mm&1.50 Kg&Not Available&720p HD camera With privacy shutter&Yes&Backlit Chiclet Keyboard&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
146,"ASUS Zenbook 14X OLED Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS Thin and Light Laptop  (14 Inch, Jade Black, 1.40 kg, With MS Office)",69990," &Laptop, Power Adaptor, User Guide, Warranty Documents&UM5401QA-KM541WS&90NB0UR5-M00HY0&UM5401QA-KM541WS&Zenbook 14X OLED&Jade Black&Thin and Light Laptop&Processing & Multitasking&100W AC Adapter&3 Cell&Yes&AMD&Ryzen 5 Hexa Core&Yes&512 GB&16 GB&LPDDR4X&5600HS&3.3GHz Upto 4.2GHz&NA&19 MB&AMD Radeon AMD&6&NA&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C support display / power delivery&1 x HDMI 2.1 TMDS&No&35.56 cm (14 Inch)&2880 x 1800 Pixel&OLED, 16:10 aspect ratio, LED Backlit, 0.2ms response time, 90Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display&Built-in Speakers&Built-in array microphone&90 Hz&Wi-Fi 6(802.11ax) (Dual band) 2 x 2&v5.0&311.2 x 221.1 x 15.9 ~ 15.9&1.40 kg&Not Available&720p HD camera&Backlit Chiclet Keyboard&Yes&63 WHrs Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
147,"Avita SATUS S111 Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-CS Laptop  (14.1 Inch, Cloud Silver)",16490," &Laptop, Power Adaptor, User Guide, Warranty Documents&NU14A1INC43PN-CS&NU14A1INC43PN-CS&SATUS ULTIMUS S111&SATUS S111&Cloud Silver&Laptop&Processing & Multitasking&Upto 8 Hours&No&Intel&Celeron Dual Core&Yes&128 GB&4 GB&DDR4&N4020&Intel Integrated UHD Graphics&64 bit&Windows 11 Home&Windows 11 Home&64&1 x USB 2.0, 1 x USB 3.0&1 x mini HDMI C Type&No&35.81 cm (14.1 Inch)&1920 x 1080 Pixels&FHD, IPS&Yes&Yes&802.11a/b/g/n&v4.0&Not Available&2 MP&1 Year Onsite Warranty&CARRY-IN&Manufacturing Defects and Battery & Adaptor warranty up to 6 months&Physical Damage&12 Months"
148,"ASUS Vivobook 14 (2023) Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK321WS Thin and Light Laptop  (14 Inch, Quiet Blue, 1.40 kg, With MS Office)",45990," &Laptop, Power Adaptor, User Guide, Warranty Documents&X1404VA-NK321WS&90NB10I1-M001S0&X1404VA-NK321WS&Vivobook 14 (2023)&Quiet Blue&Thin and Light Laptop&Processing & Multitasking&45W AC Adapter&3 Cell&Yes&Intel&Core i3&13th Gen&Yes&512 GB&8 GB&DDR4&1315U&Upto 4.50GHz&10 MB&Intel Integrated Integrated&6&Windows 11 Home&Windows 11 Home&Yes&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A&1 x HDMI 1.4&No&35.56 cm (14 Inch)&1920 x 1080 Pixel&FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 82 % Screen-to-body ratio&Built-in Speakers&Built-in Array Digital Microphones&Wi-Fi 6E(802.11ax) (Dual band) 1 x 1&v5.0&324.9 x 213.9 x 17.9 ~ 17.9&1.40 kg&Not Available&720p HD camera With privacy shutter&Chiclet Keyboard&No&42 WHrs Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
149,"HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0137AX Gaming Laptop  (15.6 Inch, Performance Blue, 2.37 Kg)",76990," &Laptop, battery, power adapter, user guide&15-fb0137AX&87B83PA#ACJ&15-fb0137AX&Victus&Performance Blue&Gaming Laptop&Gaming&4 Cell&No&GDDR6&4 GB&AMD&Ryzen 7 Octa Core&Yes&512 GB&16 GB&DDR4&5800H&3.2GHz upto max turbo frequency at 4.4 GHz&NVIDIA GeForce RTX 3050&Windows 11 Home&1 x USB Type-C 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 5Gbps signaling rate&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, Refresh Rate 144Hz, 9ms Response time, IPS, micro edge, Anti-glare, Brightness 250 Nits, 141 ppi, Color Gamut 45% NTSC&Yes&Yes&Intel Wi-Fi 6E AX211 (2x2)&v5.3&2.37 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, backlit, performance blue keyboard with numeric keypad&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
150,"Lenovo LOQ AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) 15APH8 Gaming Laptop  (15.6 Inch, Storm Grey, 2.4 kg, With MS Office)",109990," &Laptop, Power Adaptor, User Guide, Warranty Documents&15APH8&82XT009CIN&15APH8&LOQ AMD&Storm Grey&Gaming Laptop&Everyday Use, Gaming, Processing & Multitasking&Upto 9.5 Hours&170W Slim Tip Adapter (3 Pin)&Yes&GDDR6&8 GB&AMD&Ryzen 7 Octa Core&Yes&512 GB&16 GB&DDR5&7840HS&AMD SoC Platform&Base Frequency 3.8 GHz, Max Turbo Boost at 5.1 GHz&2&16 GB&16 MB&5600&NVIDIA GeForce RTX 4060&8&Windows 11 Home&Windows 11&Yes&Yes&1 x USB 2.0, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)&1 x HDMI 2.1, Upto 8K/60Hz&PCIe 4.0 x 4 NVMe&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixels&Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC, FreeSync&2W Dual Stereo Speakers&Dual Array Microphone&High Definition (HD) Audio, Realtek ALC3287 Codec&Nahimic Gaming Audio&Wi-Fi 6, 11ax 2x2&v5.1&100/1000M (RJ-45)&359.6 x 264.8 x 22.1 mm&2.4 kg&Not Available&Full HD 1080p with E Shutter&Firmware TPM 2.0 Enabled&White Backlit, English&Yes&Microsoft Office Home & Student 2021&Integrated 60Wh Battery, AI Chip: LA1&1 Year Onsite Warranty&Onsite&Manufacturing Damage&Physical Damage&1 Year"
151,"MSI Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) GF63 Thin 11UCX-1471IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",53990," &Laptop, battery, power adapter, user guide&GF63 Thin 11UCX-1471IN&9S7-16R612-1471&GF63 Thin 11UCX-1471IN&Black&Gaming Laptop&Gaming&No&GDDR6&4 GB&Intel&Core i5&11th Gen&Yes&512 GB&8 GB&DDR4&11260H&Max Turbo Frequency up to 4.4GHz&64 GB&NVIDIA GeForce RTX 2050&4 TB&Windows 11 Home&1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1&1x HDMI (4K @ 30Hz)&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD , 144Hz 45%NTSC IPS-Level&Yes&Yes&144 Hz&Intel Wi-Fi 6 AX201(2*2 ax)&v5.2&359 x 254 x 21.7 mm&1.86 Kg&Not Available&HD type (30fps@720p)&Single Backlit Keyboard (Red)&2 Year Carry-in Warranty&Carry-in&Part Failure&Physical Damage, Burn, Liquid Spill"
152,"MSI Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)",48990," &Laptop, Power adapter&Modern 14 C12M-439IN&9S7-14J111-439&Modern 14 C12M-439IN&Urban Silver&Thin and Light Laptop&Processing & Multitasking, Entertainment&65W adapter&3 cell&No&Intel&Core i5&12th Gen&Yes&512 GB&16 GB&DDR4&1235U&Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz&Intel Integrated Iris Xe&Windows 11 Home&1 x Type-C USB3.2 Gen2 with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0&1 x HDMI&No&35.56 cm (14 Inch)&1920 x 1080 Pixel&Full HD, 60Hz 45%NTSC IPS-Level&Built-in Speakers&Yes&Intel Wi-Fi 6 AX201(2*2 ax)&v5.2&319.9 x 223 x 19.35 mm&1.4 Kg&Not Available&HD type (30fps@728p)&Single backlight Keyboard(White)&Yes&1 Year Carry-in Warranty&Carry-in&Part Failure&Physical Damage, Burn, Liquid Spill&1 Year"
153,"HP Pavilion x360 Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0137TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)",56490," &Laptop, Power Adaptor, User Guide, Warranty Documents&14-ek0137TU&6Q0Z9PA#ACJ&14-ek0137TU&Pavilion x360&Natural Silver&Thin and Light Laptop&Processing & Multitasking&Yes&Intel&Core i3&12th Gen&Yes&512 GB&8 GB&DDR4&1215U&0.9 GHz upto max turbo frequency at 4.4 Ghz&Intel Integrated Iris Xe&Windows 11 Home&Windows 11 Home&Yes&1 x SuperSpeed USB Type-C 10Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate&1 x HDMI 2.1&No&35.56 cm (14 Inch)&1920 x 1080 Pixel&Full HD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Brightness: 250 nits 157 ppi, Color Gamut: 45% NTSC&Built-in Speakers&Intel Wi-Fi 6E AX211 (2x2)&V5.2&325 x 216 x 17 mm&1.41 Kg&Not Available&HP True Vision 5MP camera with camera shutter&Full-size, backlit, Natural Silver keyboard&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
154,"MSI Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 Thin 11UC-1293IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",66990," &Laptop, battery, power adapter, user guide&GF63 Thin 11UC-1293IN&9S7-16R612-1293&GF63 Thin 11UC-1293IN&Black&Gaming Laptop&Gaming&3 Cell&No&GDDR6&4 GB&Intel&Core i7&11th Gen&Yes&512 GB&16 GB&DDR4&11800H&2.3 GHz upto 4.6 GHz&64 GB&NVIDIA GeForce RTX 3050&4 TB&Windows 11 Home&1 x Type-C USB3.2 Gen1, 3 x Type-A USB3.2 Gen1&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, 144Hz 45%NTSC IPS-Level&Build-in Dual Speakers&Yes&Intel Wi-Fi 6 AX201(2*2 ax)&v5.2&1.86 Kg&Not Available&HD type (30fps@728p)&Single Backlit Keyboard (Red)&No&2 Year Carry-in Warranty&Carry-in&Part Failure&Physical Damage, Burn, Liquid Spill&2 Year"
155,"Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10 Home) E41-55 Thin and Light Laptop  (14 Inch, Grey, 1.59 Kg)",20990," &Laptop, User manual, Adapter&E41-55&82FJ00BLIH&E41-55&Grey&Thin and Light Laptop&Processing & Multitasking&Upto 11 hours&No&AMD&Athlon Dual Core&Yes&256 GB&4 GB&DDR4&3050U&2.3 GHz with Turbo Boost Upto 3.2 GHz&AMD Radeon AMD&Windows 10 Home&Windows 10 Home&1 x USB 2.0 Type-A, 1 x USB 3.1 Gen 1 Type A, 1 x USB Type-C&1 x HDMI Port&No&35.56 cm (14 Inch)&1366 x 768 Pixels&HD Anti-glare Display&Built-in Speakers&802.11AC 2x2&V5.0&330 x 230 x 19.9 mm&1.59 Kg&Not Available&0.3 M&No&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
156,"ASUS VivoBook 14 (2021) Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)",25990," &Laptop, Power Adaptor, User Guide, Warranty Documents&X415MA-BV011W&90NB0TG1-M002R0&X415MA-BV011W&VivoBook 14 (2021)&Transparent Silver&Thin and Light Laptop&Processing & Multitasking&33W AC Adapter&2 cell&No&Intel&Celeron Dual Core&Yes&256 GB&4 GB&DDR4&N4020&1.1 GHz upto max turbo frequency at 2.8 Ghz&NA&4&Intel Integrated UHD&2&NA&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A&1 x HDMI 1.4&No&35.56 cm (14 inch)&1366 x 768 Pixel&LCD&Built-in Speaker&Built-in Microphone&SonicMaster&Wi-Fi 5(802.11ac)&v4.1&325.4 x 216 x 19.9 mm&1.60 kg&Not Available&VGA camera&Yes&Chiclet Keyboard&No&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
